,k,sources,targets,q_total
9387,283329,"France, Monaco",Dominican Republic,20.945999999999998
9388,841810,"France, Monaco",Dominican Republic,8.639
9389,841830,"France, Monaco",Dominican Republic,6.883
9390,841850,"France, Monaco",Dominican Republic,14.763
9391,841861,"France, Monaco",Dominican Republic,19.124
9392,841869,"France, Monaco",Dominican Republic,2.983
9393,841899,"France, Monaco",Dominican Republic,1.6059999999999999
9394,850440,"France, Monaco",Dominican Republic,18.123
9395,854140,"France, Monaco",Dominican Republic,39.225
9396,850440,Georgia,Dominican Republic,0.001
9397,283329,Germany,Dominican Republic,44.132
9398,750110,Germany,Dominican Republic,0.032
9399,840690,Germany,Dominican Republic,0.123
9400,841199,Germany,Dominican Republic,6.734999999999999
9401,841810,Germany,Dominican Republic,9.106000000000002
9402,841830,Germany,Dominican Republic,2.395
9403,841850,Germany,Dominican Republic,7.631
9404,841861,Germany,Dominican Republic,0.443
9405,841869,Germany,Dominican Republic,6.401
9406,841891,Germany,Dominican Republic,0.023
9407,841899,Germany,Dominican Republic,7.536
9408,842112,Germany,Dominican Republic,1.8239999999999998
9409,850440,Germany,Dominican Republic,56.524
9410,854140,Germany,Dominican Republic,74.424
9411,841810,Greece,Dominican Republic,0.016
9412,850440,Greece,Dominican Republic,0.245
9413,854140,Greece,Dominican Republic,0.169
9414,282739,Guatemala,Dominican Republic,2.2279999999999998
9415,283329,Guatemala,Dominican Republic,10.711
9416,840682,Guatemala,Dominican Republic,1.0779999999999998
9417,840690,Guatemala,Dominican Republic,10.197000000000001
9418,841199,Guatemala,Dominican Republic,7.722
9419,841810,Guatemala,Dominican Republic,0.28600000000000003
9420,841830,Guatemala,Dominican Republic,16.739
9421,841850,Guatemala,Dominican Republic,11.98
9422,841891,Guatemala,Dominican Republic,0.272
9423,841899,Guatemala,Dominican Republic,19.552
9424,850440,Guatemala,Dominican Republic,0.43100000000000005
9425,841810,Honduras,Dominican Republic,0.105
9426,841830,Honduras,Dominican Republic,0.166
9427,841899,Honduras,Dominican Republic,3.9699999999999998
9428,854140,Honduras,Dominican Republic,0.001
9429,841850,"China, Hong Kong Special Administrative Region",Dominican Republic,5.461
9430,841869,"China, Hong Kong Special Administrative Region",Dominican Republic,14.373
9431,842112,"China, Hong Kong Special Administrative Region",Dominican Republic,0.081
9432,850440,"China, Hong Kong Special Administrative Region",Dominican Republic,7.246
9433,841850,Hungary,Dominican Republic,1.4040000000000001
9434,841810,Indonesia,Dominican Republic,6.086
9435,841891,Indonesia,Dominican Republic,0.007
9436,850440,Indonesia,Dominican Republic,1.5459999999999998
9437,850440,Israel,Dominican Republic,0.279
9438,841810,Italy,Dominican Republic,6.356
9439,841830,Italy,Dominican Republic,44.239
9440,841840,Italy,Dominican Republic,18.734
9441,841850,Italy,Dominican Republic,233.179
9442,841869,Italy,Dominican Republic,65.726
9443,841891,Italy,Dominican Republic,20.598
9444,841899,Italy,Dominican Republic,317.624
9445,842112,Italy,Dominican Republic,0.524
9446,850440,Italy,Dominican Republic,3.348
9447,854140,Italy,Dominican Republic,46.708
9448,841850,Jamaica,Dominican Republic,0.061
9449,850440,Jamaica,Dominican Republic,0.004
9450,840682,Japan,Dominican Republic,160.818
9451,841810,Japan,Dominican Republic,4.1579999999999995
9452,841830,Japan,Dominican Republic,2.088
9453,841840,Japan,Dominican Republic,0.015
9454,841850,Japan,Dominican Republic,0.903
9455,841869,Japan,Dominican Republic,12.229
9456,841899,Japan,Dominican Republic,2.0860000000000003
9457,850440,Japan,Dominican Republic,1.185
9458,841810,Republic of Korea,Dominican Republic,108.88
9459,841830,Republic of Korea,Dominican Republic,7.032
9460,841840,Republic of Korea,Dominican Republic,7.707
9461,841869,Republic of Korea,Dominican Republic,0.31000000000000005
9462,841891,Republic of Korea,Dominican Republic,1.221
9463,841899,Republic of Korea,Dominican Republic,3.867
9464,842112,Republic of Korea,Dominican Republic,1.3719999999999999
9465,850440,Republic of Korea,Dominican Republic,6.186
9466,854140,Republic of Korea,Dominican Republic,46.52
9467,841830,Lebanon,Dominican Republic,0.054
9468,850440,Latvia,Dominican Republic,0.28600000000000003
9469,854140,Latvia,Dominican Republic,0.048
9470,841810,Lithuania,Dominican Republic,2.264
9471,841810,"China, Macao Special Administrative Region",Dominican Republic,0.069
9472,841899,Malaysia,Dominican Republic,1.8230000000000002
9473,842112,Malaysia,Dominican Republic,4.625
9474,850440,Malaysia,Dominican Republic,4.226999999999999
9475,841850,Mauritius,Dominican Republic,0.006
9476,282739,Mexico,Dominican Republic,0.086
9477,283329,Mexico,Dominican Republic,163.765
9478,840682,Mexico,Dominican Republic,0.056
9479,841810,Mexico,Dominican Republic,2877.425
9480,841830,Mexico,Dominican Republic,2207.757
9481,841840,Mexico,Dominican Republic,31.277
9482,841850,Mexico,Dominican Republic,1032.373
9483,841869,Mexico,Dominican Republic,41.002
9484,841891,Mexico,Dominican Republic,1.534
9485,841899,Mexico,Dominican Republic,165.985
9486,842112,Mexico,Dominican Republic,10.616
9487,850440,Mexico,Dominican Republic,23.951999999999998
9488,854140,Mexico,Dominican Republic,9.693000000000001
9489,283329,Netherlands,Dominican Republic,8.472
9490,841199,Netherlands,Dominican Republic,0.115
9491,841810,Netherlands,Dominican Republic,1.0259999999999998
9492,841830,Netherlands,Dominican Republic,0.323
9493,841850,Netherlands,Dominican Republic,0.32
9494,841869,Netherlands,Dominican Republic,1.326
9495,841899,Netherlands,Dominican Republic,1.1480000000000001
9496,850440,Netherlands,Dominican Republic,2.3590000000000004
9497,854140,Netherlands,Dominican Republic,27.159000000000002
9498,841810,Curaçao,Dominican Republic,0.41700000000000004
9499,841830,Curaçao,Dominican Republic,0.024
9500,841850,Curaçao,Dominican Republic,0.005
9501,842112,Aruba,Dominican Republic,0.047
9502,840690,New Zealand,Dominican Republic,3.831
9503,841899,New Zealand,Dominican Republic,0.001
9504,850440,New Zealand,Dominican Republic,0.251
9505,841850,Nicaragua,Dominican Republic,0.002
9506,850440,"Norway, Svalbard and Jan Mayen",Dominican Republic,0.195
9507,283329,Panama,Dominican Republic,0.54
9508,841810,Panama,Dominican Republic,89.48800000000001
9509,841830,Panama,Dominican Republic,32.858000000000004
9510,841840,Panama,Dominican Republic,20.927
9511,841850,Panama,Dominican Republic,17.025
9512,841861,Panama,Dominican Republic,209.837
9513,841869,Panama,Dominican Republic,25.527
9514,841891,Panama,Dominican Republic,0.388
9515,841899,Panama,Dominican Republic,7.43
9516,842112,Panama,Dominican Republic,1.548
9517,850440,Panama,Dominican Republic,10.915999999999999
9518,854140,Panama,Dominican Republic,24.094
9519,841830,Peru,Dominican Republic,20.695999999999998
9520,841850,Peru,Dominican Republic,2.3049999999999997
9521,850440,Philippines,Dominican Republic,37.725
9522,850440,Poland,Dominican Republic,0.20500000000000002
9523,854140,Poland,Dominican Republic,84.261
9524,841830,Portugal,Dominican Republic,23.627000000000002
9525,841850,Portugal,Dominican Republic,7.338
9526,841899,Portugal,Dominican Republic,0.004
9527,850440,Portugal,Dominican Republic,0.012
9528,841899,Romania,Dominican Republic,0.003
9529,850440,Romania,Dominican Republic,0.041999999999999996
9530,841810,Sao Tome and Principe,Dominican Republic,1.8159999999999998
9531,841830,Sao Tome and Principe,Dominican Republic,2.12
9532,841850,Sao Tome and Principe,Dominican Republic,0.038
9533,850440,Senegal,Dominican Republic,0.056
9534,841810,India,Dominican Republic,0.024
9535,841850,India,Dominican Republic,0.003
9536,850440,India,Dominican Republic,14.685000000000002
9537,841899,Singapore,Dominican Republic,1.821
9538,850440,Singapore,Dominican Republic,0.6970000000000001
9539,850440,Slovakia,Dominican Republic,0.607
9540,850440,Viet Nam,Dominican Republic,0.184
9541,841850,Slovenia,Dominican Republic,0.051
9542,854140,South Africa,Dominican Republic,89.358
9543,283329,Spain,Dominican Republic,115.52199999999999
9544,841199,Spain,Dominican Republic,5.186
9545,841810,Spain,Dominican Republic,8.82
9546,841830,Spain,Dominican Republic,14.173
9547,841840,Spain,Dominican Republic,2.415
9548,841850,Spain,Dominican Republic,255.126
9549,841861,Spain,Dominican Republic,12.151
9550,841869,Spain,Dominican Republic,28.326
9551,841891,Spain,Dominican Republic,26.028
9552,841899,Spain,Dominican Republic,308.058
9553,842112,Spain,Dominican Republic,1.115
9554,850440,Spain,Dominican Republic,26.156
9555,854140,Spain,Dominican Republic,190.622
9556,841869,Sweden,Dominican Republic,0.089
9557,841899,Sweden,Dominican Republic,0.267
9558,850440,Sweden,Dominican Republic,58.387
9559,854140,Sweden,Dominican Republic,0.16599999999999998
9560,841810,"Switzerland, Liechtenstein",Dominican Republic,0.8340000000000001
9561,841830,"Switzerland, Liechtenstein",Dominican Republic,0.364
9562,841899,"Switzerland, Liechtenstein",Dominican Republic,0.015
9563,850440,"Switzerland, Liechtenstein",Dominican Republic,0.639
9564,854140,"Switzerland, Liechtenstein",Dominican Republic,0.004
9565,841810,Thailand,Dominican Republic,21.290000000000003
9566,841850,Thailand,Dominican Republic,1.637
9567,841869,Thailand,Dominican Republic,13.558000000000002
9568,841891,Thailand,Dominican Republic,0.004
9569,841899,Thailand,Dominican Republic,6.016
9570,842112,Thailand,Dominican Republic,1.782
9571,850440,Thailand,Dominican Republic,0.221
9572,841830,Trinidad and Tobago,Dominican Republic,0.296
9573,841810,Turkey,Dominican Republic,0.865
9574,841850,Turkey,Dominican Republic,1.931
9575,841899,Turkey,Dominican Republic,20.622
9576,841810,Turks and Caicos Islands,Dominican Republic,0.627
9577,841899,Ukraine,Dominican Republic,0.039
9578,850440,Ukraine,Dominican Republic,0.142
9579,840690,United Kingdom,Dominican Republic,0.47400000000000003
9580,841830,United Kingdom,Dominican Republic,0.12
9581,841899,United Kingdom,Dominican Republic,0.375
9582,842112,United Kingdom,Dominican Republic,0.041999999999999996
9583,850440,United Kingdom,Dominican Republic,0.6779999999999999
9584,282200,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,0.061
9585,282739,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,74.83399999999999
9586,283329,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,270.467
9587,750110,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,0.385
9588,840682,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,2.575
9589,841810,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,2636.964
9590,841830,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,455.75699999999995
9591,841840,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,169.53599999999997
9592,841850,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,242.8
9593,841861,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,37.503
9594,841869,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,1085.619
9595,841891,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,37.662000000000006
9596,841899,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,407.27
9597,842112,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,18.857
9598,850440,"USA, Puerto Rico and US Virgin Islands",Dominican Republic,450.12699999999995
9599,283329,Uruguay,Dominican Republic,120.022
9600,841810,Venezuela,Dominican Republic,0.079
9601,841869,Venezuela,Dominican Republic,0.024
9602,841899,Venezuela,Dominican Republic,0.337
9603,850440,Venezuela,Dominican Republic,0.082
9604,850440,Australia,Estonia,0.47000000000000003
9605,854140,Australia,Estonia,0.006
9606,282739,Austria,Estonia,1.1059999999999999
9607,283329,Austria,Estonia,1.1360000000000001
9608,840690,Austria,Estonia,1.903
9609,841199,Austria,Estonia,0.005
9610,841810,Austria,Estonia,11.731000000000002
9611,841830,Austria,Estonia,27.427999999999997
9612,841850,Austria,Estonia,54.261
9613,841861,Austria,Estonia,7.062
9614,841869,Austria,Estonia,3.989
9615,841899,Austria,Estonia,28.799
9616,850440,Austria,Estonia,19.874000000000002
9617,854140,Austria,Estonia,2.345
9618,282739,Belgium,Estonia,0.357
9619,283329,Belgium,Estonia,0.792
9620,810520,Belgium,Estonia,0.144
9621,841840,Belgium,Estonia,3.511
9622,841850,Belgium,Estonia,6.6419999999999995
9623,841861,Belgium,Estonia,3.188
9624,841869,Belgium,Estonia,12.241
9625,841899,Belgium,Estonia,14.67
9626,850440,Belgium,Estonia,10.620999999999999
9627,854140,Belgium,Estonia,7.822
9628,841810,Bosnia Herzegovina,Estonia,38.635999999999996
9629,841899,Bosnia Herzegovina,Estonia,0.052000000000000005
9630,850440,Brazil,Estonia,10.413
9631,841810,Bulgaria,Estonia,122.879
9632,841830,Bulgaria,Estonia,0.702
9633,841840,Bulgaria,Estonia,24.353
9634,841861,Bulgaria,Estonia,0.401
9635,850440,Bulgaria,Estonia,3.7879999999999994
9636,841810,Belarus,Estonia,277.42400000000004
9637,841840,Belarus,Estonia,150.87900000000002
9638,841869,Belarus,Estonia,0.058
9639,841899,Belarus,Estonia,0.013
9640,850440,Belarus,Estonia,0.044
9641,850440,Canada,Estonia,13.538
9642,854140,Canada,Estonia,0.01
9643,840682,China,Estonia,21.294
9644,840690,China,Estonia,3.983
9645,841199,China,Estonia,0.092
9646,841810,China,Estonia,410.753
9647,841830,China,Estonia,105.513
9648,841840,China,Estonia,147.21499999999997
9649,841850,China,Estonia,91.814
9650,841861,China,Estonia,45.97
9651,841869,China,Estonia,234.321
9652,841899,China,Estonia,973.5730000000001
9653,850440,China,Estonia,2395.446
9654,854140,China,Estonia,78.807
9655,841850,Croatia,Estonia,0.196
9656,282739,Czechia,Estonia,0.541
9657,283329,Czechia,Estonia,22.364
9658,840690,Czechia,Estonia,14.411999999999999
9659,841810,Czechia,Estonia,0.78
9660,841840,Czechia,Estonia,0.036
9661,841850,Czechia,Estonia,16.77
9662,841861,Czechia,Estonia,5.046
9663,841869,Czechia,Estonia,7.529
9664,841899,Czechia,Estonia,32.748
9665,850440,Czechia,Estonia,13.222
9666,854140,Czechia,Estonia,9.154
9667,283329,Denmark,Estonia,36.092
9668,841810,Denmark,Estonia,14.903
9669,841830,Denmark,Estonia,47.792
9670,841840,Denmark,Estonia,45.436
9671,841850,Denmark,Estonia,198.671
9672,841861,Denmark,Estonia,7.002000000000001
9673,841869,Denmark,Estonia,12.972999999999999
9674,841899,Denmark,Estonia,4.252
9675,850440,Denmark,Estonia,23.351
9676,854140,Denmark,Estonia,4.42
9677,850440,Dominican Republic,Estonia,0.006
9678,282739,Finland,Estonia,215.594
9679,283329,Finland,Estonia,22189.057999999997
9680,840690,Finland,Estonia,0.007
9681,841810,Finland,Estonia,19.771
9682,841830,Finland,Estonia,0.595
9683,841840,Finland,Estonia,15.73
9684,841850,Finland,Estonia,546.5889999999999
9685,841861,Finland,Estonia,11.535
9686,841869,Finland,Estonia,85.777
9687,841891,Finland,Estonia,12.437999999999999
9688,841899,Finland,Estonia,247.091
9689,842112,Finland,Estonia,0.9830000000000001
9690,850440,Finland,Estonia,1348.703
9691,854140,Finland,Estonia,53.417
9692,282739,"France, Monaco",Estonia,0.001
9693,841199,"France, Monaco",Estonia,7.442
9694,841810,"France, Monaco",Estonia,2.9939999999999998
9695,841840,"France, Monaco",Estonia,0.577
9696,841850,"France, Monaco",Estonia,1.044
9697,841861,"France, Monaco",Estonia,201.114
9698,841869,"France, Monaco",Estonia,98.672
9699,841899,"France, Monaco",Estonia,11.431000000000001
9700,842112,"France, Monaco",Estonia,16.595
9701,850440,"France, Monaco",Estonia,48.063
9702,854140,"France, Monaco",Estonia,1.4220000000000002
9703,282739,Germany,Estonia,6.866
9704,283329,Germany,Estonia,141.616
9705,810520,Germany,Estonia,0.179
9706,840682,Germany,Estonia,2.0
9707,841199,Germany,Estonia,0.489
9708,841810,Germany,Estonia,71.507
9709,841830,Germany,Estonia,6.659
9710,841840,Germany,Estonia,48.553
9711,841850,Germany,Estonia,70.66
9712,841861,Germany,Estonia,132.976
9713,841869,Germany,Estonia,94.62299999999999
9714,841891,Germany,Estonia,0.202
9715,841899,Germany,Estonia,99.067
9716,850440,Germany,Estonia,291.863
9717,854140,Germany,Estonia,288.87600000000003
9718,841810,Greece,Estonia,0.182
9719,841850,Greece,Estonia,1.554
9720,850440,Greece,Estonia,0.33499999999999996
9721,854140,Greece,Estonia,0.04
9722,841850,"China, Hong Kong Special Administrative Region",Estonia,0.381
9723,841899,"China, Hong Kong Special Administrative Region",Estonia,0.019
9724,850440,"China, Hong Kong Special Administrative Region",Estonia,7.1370000000000005
9725,854140,"China, Hong Kong Special Administrative Region",Estonia,2.811
9726,841810,Hungary,Estonia,773.421
9727,841830,Hungary,Estonia,49.642
9728,841840,Hungary,Estonia,18.047
9729,841850,Hungary,Estonia,24.304000000000002
9730,841869,Hungary,Estonia,0.809
9731,841899,Hungary,Estonia,2.9859999999999998
9732,850440,Hungary,Estonia,19.513
9733,854140,Hungary,Estonia,0.08099999999999999
9734,850440,Indonesia,Estonia,1.052
9735,854140,Indonesia,Estonia,0.79
9736,841861,Ireland,Estonia,30.554000000000002
9737,841869,Ireland,Estonia,1.037
9738,841899,Ireland,Estonia,5.389
9739,850440,Ireland,Estonia,3.2570000000000006
9740,854140,Ireland,Estonia,0.005
9741,850440,Israel,Estonia,0.657
9742,841199,Italy,Estonia,2.952
9743,841810,Italy,Estonia,46.986999999999995
9744,841830,Italy,Estonia,1.601
9745,841840,Italy,Estonia,5.385
9746,841850,Italy,Estonia,300.82
9747,841861,Italy,Estonia,115.386
9748,841869,Italy,Estonia,551.45
9749,841891,Italy,Estonia,4.143
9750,841899,Italy,Estonia,214.14700000000002
9751,842112,Italy,Estonia,6.101
9752,850440,Italy,Estonia,344.41100000000006
9753,854140,Italy,Estonia,52.6
9754,841840,Japan,Estonia,3.775
9755,841850,Japan,Estonia,2.1430000000000002
9756,841869,Japan,Estonia,0.135
9757,841899,Japan,Estonia,0.86
9758,850440,Japan,Estonia,18.355
9759,854140,Japan,Estonia,38.408
9760,283329,Kazakhstan,Estonia,12377.1
9761,841810,Republic of Korea,Estonia,180.788
9762,841830,Republic of Korea,Estonia,0.472
9763,841840,Republic of Korea,Estonia,1.338
9764,841850,Republic of Korea,Estonia,78.346
9765,841869,Republic of Korea,Estonia,12.225999999999999
9766,841899,Republic of Korea,Estonia,0.077
9767,850440,Republic of Korea,Estonia,2.638
9768,854140,Republic of Korea,Estonia,65.382
9769,283329,Latvia,Estonia,0.4
9770,711510,Latvia,Estonia,0.444
9771,841810,Latvia,Estonia,1121.086
9772,841830,Latvia,Estonia,26.982
9773,841840,Latvia,Estonia,39.53
9774,841850,Latvia,Estonia,153.049
9775,841861,Latvia,Estonia,356.697
9776,841869,Latvia,Estonia,46.759
9777,841891,Latvia,Estonia,0.28900000000000003
9778,841899,Latvia,Estonia,33.531
9779,842112,Latvia,Estonia,1.42
9780,850440,Latvia,Estonia,78.447
9781,854140,Latvia,Estonia,0.40900000000000003
9782,282739,Lithuania,Estonia,79.306
9783,283329,Lithuania,Estonia,976.539
9784,841810,Lithuania,Estonia,170.411
9785,841830,Lithuania,Estonia,1.655
9786,841840,Lithuania,Estonia,15.271
9787,841850,Lithuania,Estonia,245.902
9788,841861,Lithuania,Estonia,12.729
